,statement,1,2,3,4,5,6,7,8,score
518,186/3=62,1,8,6,/,3,=,6,2,7
519,3-65=-62,3,-,6,5,=,-,6,2,6
520,3*63=189,3,*,6,3,=,1,8,9,7
521,189/3=63,1,8,9,/,3,=,6,3,7
522,3-66=-63,3,-,6,6,=,-,6,3,4
523,3*64=192,3,*,6,4,=,1,9,2,8
524,192/3=64,1,9,2,/,3,=,6,4,8
525,3-67=-64,3,-,6,7,=,-,6,4,6
526,3*65=195,3,*,6,5,=,1,9,5,7
527,195/3=65,1,9,5,/,3,=,6,5,7
528,3-68=-65,3,-,6,8,=,-,6,5,6
529,3*66=198,3,*,6,6,=,1,9,8,7
530,198/3=66,1,9,8,/,3,=,6,6,7
531,3-69=-66,3,-,6,9,=,-,6,6,5
532,3*67=201,3,*,6,7,=,2,0,1,8
533,201/3=67,2,0,1,/,3,=,6,7,8
534,3-70=-67,3,-,7,0,=,-,6,7,6
535,3*68=204,3,*,6,8,=,2,0,4,8
536,204/3=68,2,0,4,/,3,=,6,8,8
537,3-71=-68,3,-,7,1,=,-,6,8,7
538,3*69=207,3,*,6,9,=,2,0,7,8
539,207/3=69,2,0,7,/,3,=,6,9,8
540,3-72=-69,3,-,7,2,=,-,6,9,7
541,3*70=210,3,*,7,0,=,2,1,0,7
542,210/3=70,2,1,0,/,3,=,7,0,7
543,3-73=-70,3,-,7,3,=,-,7,0,5
544,3*71=213,3,*,7,1,=,2,1,3,6
545,213/3=71,2,1,3,/,3,=,7,1,6
546,3-74=-71,3,-,7,4,=,-,7,1,6
547,3*72=216,3,*,7,2,=,2,1,6,7
548,216/3=72,2,1,6,/,3,=,7,2,7
549,3-75=-72,3,-,7,5,=,-,7,2,6
550,3*73=219,3,*,7,3,=,2,1,9,7
551,219/3=73,2,1,9,/,3,=,7,3,7
552,3-76=-73,3,-,7,6,=,-,7,3,5
553,3*74=222,3,*,7,4,=,2,2,2,6
554,222/3=74,2,2,2,/,3,=,7,4,6
555,3-77=-74,3,-,7,7,=,-,7,4,5
556,3*75=225,3,*,7,5,=,2,2,5,6
557,225/3=75,2,2,5,/,3,=,7,5,6
558,3-78=-75,3,-,7,8,=,-,7,5,6
559,3*76=228,3,*,7,6,=,2,2,8,7
560,228/3=76,2,2,8,/,3,=,7,6,7
561,3-79=-76,3,-,7,9,=,-,7,6,6
562,3*77=231,3,*,7,7,=,2,3,1,6
563,231/3=77,2,3,1,/,3,=,7,7,6
564,3-80=-77,3,-,8,0,=,-,7,7,6
565,3*78=234,3,*,7,8,=,2,3,4,7
566,234/3=78,2,3,4,/,3,=,7,8,7
567,3-81=-78,3,-,8,1,=,-,7,8,6
568,3*79=237,3,*,7,9,=,2,3,7,6
569,237/3=79,2,3,7,/,3,=,7,9,6
570,3-82=-79,3,-,8,2,=,-,7,9,7
571,3*80=240,3,*,8,0,=,2,4,0,7
572,240/3=80,2,4,0,/,3,=,8,0,7
573,3-83=-80,3,-,8,3,=,-,8,0,5
574,3*81=243,3,*,8,1,=,2,4,3,7
575,243/3=81,2,4,3,/,3,=,8,1,7
576,3-84=-81,3,-,8,4,=,-,8,1,6
577,3*82=246,3,*,8,2,=,2,4,6,7
578,246/3=82,2,4,6,/,3,=,8,2,7
579,3-85=-82,3,-,8,5,=,-,8,2,6
580,3*83=249,3,*,8,3,=,2,4,9,7
581,249/3=83,2,4,9,/,3,=,8,3,7
582,3-86=-83,3,-,8,6,=,-,8,3,5
583,3*84=252,3,*,8,4,=,2,5,2,7
584,252/3=84,2,5,2,/,3,=,8,4,7
585,3-87=-84,3,-,8,7,=,-,8,4,6
586,3*85=255,3,*,8,5,=,2,5,5,6
587,255/3=85,2,5,5,/,3,=,8,5,6
588,3-88=-85,3,-,8,8,=,-,8,5,5
589,3*86=258,3,*,8,6,=,2,5,8,7
590,258/3=86,2,5,8,/,3,=,8,6,7
591,3-89=-86,3,-,8,9,=,-,8,6,6
592,3*87=261,3,*,8,7,=,2,6,1,8
593,261/3=87,2,6,1,/,3,=,8,7,8
594,3-90=-87,3,-,9,0,=,-,8,7,7
595,3*88=264,3,*,8,8,=,2,6,4,7
596,264/3=88,2,6,4,/,3,=,8,8,7
597,3-91=-88,3,-,9,1,=,-,8,8,6
598,3*89=267,3,*,8,9,=,2,6,7,8
599,267/3=89,2,6,7,/,3,=,8,9,8
600,3-92=-89,3,-,9,2,=,-,8,9,6
601,3*90=270,3,*,9,0,=,2,7,0,7
602,270/3=90,2,7,0,/,3,=,9,0,7
603,3-93=-90,3,-,9,3,=,-,9,0,5
604,3*91=273,3,*,9,1,=,2,7,3,7
605,273/3=91,2,7,3,/,3,=,9,1,7
606,3-94=-91,3,-,9,4,=,-,9,1,6
607,3*92=276,3,*,9,2,=,2,7,6,7
608,276/3=92,2,7,6,/,3,=,9,2,7
609,3-95=-92,3,-,9,5,=,-,9,2,6
610,3*93=279,3,*,9,3,=,2,7,9,6
611,279/3=93,2,7,9,/,3,=,9,3,6
612,3-96=-93,3,-,9,6,=,-,9,3,5
613,3*94=282,3,*,9,4,=,2,8,2,7
614,282/3=94,2,8,2,/,3,=,9,4,7
615,3-97=-94,3,-,9,7,=,-,9,4,6
616,3*95=285,3,*,9,5,=,2,8,5,7
617,285/3=95,2,8,5,/,3,=,9,5,7
618,3-98=-95,3,-,9,8,=,-,9,5,6
619,3*96=288,3,*,9,6,=,2,8,8,7
620,288/3=96,2,8,8,/,3,=,9,6,7
621,3-99=-96,3,-,9,9,=,-,9,6,5
622,3*97=291,3,*,9,7,=,2,9,1,7
623,291/3=97,2,9,1,/,3,=,9,7,7
624,3+97=100,3,+,9,7,=,1,0,0,7
625,100-3=97,1,0,0,-,3,=,9,7,7
626,3*98=294,3,*,9,8,=,2,9,4,7
627,294/3=98,2,9,4,/,3,=,9,8,7
628,3+98=101,3,+,9,8,=,1,0,1,7
629,101-3=98,1,0,1,-,3,=,9,8,7
630,3*99=297,3,*,9,9,=,2,9,7,6
631,297/3=99,2,9,7,/,3,=,9,9,6
632,3+99=102,3,+,9,9,=,1,0,2,7
633,102-3=99,1,0,2,-,3,=,9,9,7
634,--1-5=-4,-,-,1,-,5,=,-,4,5
635,--2-6=-4,-,-,2,-,6,=,-,4,5
636,-10+6=-4,-,1,0,+,6,=,-,4,7
637,--3-7=-4,-,-,3,-,7,=,-,4,5
638,-11+7=-4,-,1,1,+,7,=,-,4,6
639,--4-8=-4,-,-,4,-,8,=,-,4,4
640,-12+8=-4,-,1,2,+,8,=,-,4,7
641,--5-9=-4,-,-,5,-,9,=,-,4,5
642,-13+9=-4,-,1,3,+,9,=,-,4,7
643,4-14=-10,4,-,1,4,=,-,1,0,5
644,4-15=-11,4,-,1,5,=,-,1,1,5
645,4-16=-12,4,-,1,6,=,-,1,2,6
646,4-17=-13,4,-,1,7,=,-,1,3,6
647,4-18=-14,4,-,1,8,=,-,1,4,5
648,4-19=-15,4,-,1,9,=,-,1,5,6
649,4-20=-16,4,-,2,0,=,-,1,6,7
650,4-21=-17,4,-,2,1,=,-,1,7,6
651,4-22=-18,4,-,2,2,=,-,1,8,6
652,4-23=-19,4,-,2,3,=,-,1,9,7
653,4-24=-20,4,-,2,4,=,-,2,0,5
654,4-25=-21,4,-,2,5,=,-,2,1,6
655,4-26=-22,4,-,2,6,=,-,2,2,5
656,4-27=-23,4,-,2,7,=,-,2,3,6
657,4-28=-24,4,-,2,8,=,-,2,4,5
658,4*25=100,4,*,2,5,=,1,0,0,7
659,100/4=25,1,0,0,/,4,=,2,5,7
660,4-29=-25,4,-,2,9,=,-,2,5,6
661,4*26=104,4,*,2,6,=,1,0,4,7
662,104/4=26,1,0,4,/,4,=,2,6,7
663,4-30=-26,4,-,3,0,=,-,2,6,7
664,4*27=108,4,*,2,7,=,1,0,8,8
665,108/4=27,1,0,8,/,4,=,2,7,8
666,4-31=-27,4,-,3,1,=,-,2,7,7
667,4*28=112,4,*,2,8,=,1,1,2,6
668,112/4=28,1,1,2,/,4,=,2,8,6
669,4-32=-28,4,-,3,2,=,-,2,8,6
670,4*29=116,4,*,2,9,=,1,1,6,7
671,116/4=29,1,1,6,/,4,=,2,9,7
672,4-33=-29,4,-,3,3,=,-,2,9,6
673,4*30=120,4,*,3,0,=,1,2,0,7
674,120/4=30,1,2,0,/,4,=,3,0,7
675,4-34=-30,4,-,3,4,=,-,3,0,5
676,4*31=124,4,*,3,1,=,1,2,4,6
677,124/4=31,1,2,4,/,4,=,3,1,6
678,4-35=-31,4,-,3,5,=,-,3,1,6
679,4*32=128,4,*,3,2,=,1,2,8,7
680,128/4=32,1,2,8,/,4,=,3,2,7
681,4-36=-32,4,-,3,6,=,-,3,2,6
682,4*33=132,4,*,3,3,=,1,3,2,6
683,132/4=33,1,3,2,/,4,=,3,3,6
684,4-37=-33,4,-,3,7,=,-,3,3,5
685,4*34=136,4,*,3,4,=,1,3,6,6
686,136/4=34,1,3,6,/,4,=,3,4,6
687,4-38=-34,4,-,3,8,=,-,3,4,5
688,4*35=140,4,*,3,5,=,1,4,0,7
689,140/4=35,1,4,0,/,4,=,3,5,7
690,4-39=-35,4,-,3,9,=,-,3,5,6
691,4*36=144,4,*,3,6,=,1,4,4,6
692,144/4=36,1,4,4,/,4,=,3,6,6
693,4-40=-36,4,-,4,0,=,-,3,6,6
694,4*37=148,4,*,3,7,=,1,4,8,7
695,148/4=37,1,4,8,/,4,=,3,7,7
696,4-41=-37,4,-,4,1,=,-,3,7,6
697,4*38=152,4,*,3,8,=,1,5,2,8
698,152/4=38,1,5,2,/,4,=,3,8,8
699,4-42=-38,4,-,4,2,=,-,3,8,6
700,4*39=156,4,*,3,9,=,1,5,6,8
701,156/4=39,1,5,6,/,4,=,3,9,8
702,4-43=-39,4,-,4,3,=,-,3,9,5
703,4*40=160,4,*,4,0,=,1,6,0,6
704,160/4=40,1,6,0,/,4,=,4,0,6
705,4-44=-40,4,-,4,4,=,-,4,0,4
706,4*41=164,4,*,4,1,=,1,6,4,5
707,164/4=41,1,6,4,/,4,=,4,1,5
708,4-45=-41,4,-,4,5,=,-,4,1,5
709,4*42=168,4,*,4,2,=,1,6,8,7
710,168/4=42,1,6,8,/,4,=,4,2,7
711,4-46=-42,4,-,4,6,=,-,4,2,5
712,4*43=172,4,*,4,3,=,1,7,2,7
713,172/4=43,1,7,2,/,4,=,4,3,7
714,4-47=-43,4,-,4,7,=,-,4,3,5
715,4*44=176,4,*,4,4,=,1,7,6,6
716,176/4=44,1,7,6,/,4,=,4,4,6
717,4-48=-44,4,-,4,8,=,-,4,4,4
718,4*45=180,4,*,4,5,=,1,8,0,7
719,180/4=45,1,8,0,/,4,=,4,5,7
720,4-49=-45,4,-,4,9,=,-,4,5,5
721,4*46=184,4,*,4,6,=,1,8,4,6
722,184/4=46,1,8,4,/,4,=,4,6,6
723,4-50=-46,4,-,5,0,=,-,4,6,6
724,4*47=188,4,*,4,7,=,1,8,8,6
725,188/4=47,1,8,8,/,4,=,4,7,6
726,4-51=-47,4,-,5,1,=,-,4,7,6
727,4*48=192,4,*,4,8,=,1,9,2,7
728,192/4=48,1,9,2,/,4,=,4,8,7
729,4-52=-48,4,-,5,2,=,-,4,8,6
730,4*49=196,4,*,4,9,=,1,9,6,6
731,196/4=49,1,9,6,/,4,=,4,9,6
732,4-53=-49,4,-,5,3,=,-,4,9,6
733,4*50=200,4,*,5,0,=,2,0,0,6
734,200/4=50,2,0,0,/,4,=,5,0,6
735,4-54=-50,4,-,5,4,=,-,5,0,5
736,4*51=204,4,*,5,1,=,2,0,4,7
737,204/4=51,2,0,4,/,4,=,5,1,7
738,4-55=-51,4,-,5,5,=,-,5,1,5
739,4*52=208,4,*,5,2,=,2,0,8,7
740,208/4=52,2,0,8,/,4,=,5,2,7
741,4-56=-52,4,-,5,6,=,-,5,2,6
742,4*53=212,4,*,5,3,=,2,1,2,7
743,212/4=53,2,1,2,/,4,=,5,3,7
744,4-57=-53,4,-,5,7,=,-,5,3,6
745,4*54=216,4,*,5,4,=,2,1,6,7
746,216/4=54,2,1,6,/,4,=,5,4,7
747,4-58=-54,4,-,5,8,=,-,5,4,5
748,4*55=220,4,*,5,5,=,2,2,0,6
749,220/4=55,2,2,0,/,4,=,5,5,6
750,4-59=-55,4,-,5,9,=,-,5,5,5
751,4*56=224,4,*,5,6,=,2,2,4,6
752,224/4=56,2,2,4,/,4,=,5,6,6
753,4-60=-56,4,-,6,0,=,-,5,6,6
754,4*57=228,4,*,5,7,=,2,2,8,7
755,228/4=57,2,2,8,/,4,=,5,7,7
756,4-61=-57,4,-,6,1,=,-,5,7,7
757,4*58=232,4,*,5,8,=,2,3,2,7
758,232/4=58,2,3,2,/,4,=,5,8,7
759,4-62=-58,4,-,6,2,=,-,5,8,7
760,4*59=236,4,*,5,9,=,2,3,6,8
761,236/4=59,2,3,6,/,4,=,5,9,8
762,4-63=-59,4,-,6,3,=,-,5,9,7
763,4*60=240,4,*,6,0,=,2,4,0,6
764,240/4=60,2,4,0,/,4,=,6,0,6
765,4-64=-60,4,-,6,4,=,-,6,0,5
766,4*61=244,4,*,6,1,=,2,4,4,6
767,244/4=61,2,4,4,/,4,=,6,1,6
768,4-65=-61,4,-,6,5,=,-,6,1,6
769,4*62=248,4,*,6,2,=,2,4,8,6
770,248/4=62,2,4,8,/,4,=,6,2,6
771,4-66=-62,4,-,6,6,=,-,6,2,5
772,4*63=252,4,*,6,3,=,2,5,2,7
773,252/4=63,2,5,2,/,4,=,6,3,7
774,4-67=-63,4,-,6,7,=,-,6,3,6
775,4*64=256,4,*,6,4,=,2,5,6,6
776,256/4=64,2,5,6,/,4,=,6,4,6
777,4-68=-64,4,-,6,8,=,-,6,4,5
778,4*65=260,4,*,6,5,=,2,6,0,7
779,260/4=65,2,6,0,/,4,=,6,5,7
780,4-69=-65,4,-,6,9,=,-,6,5,6
781,4*66=264,4,*,6,6,=,2,6,4,5
782,264/4=66,2,6,4,/,4,=,6,6,5
783,4-70=-66,4,-,7,0,=,-,6,6,6
784,4*67=268,4,*,6,7,=,2,6,8,7
785,268/4=67,2,6,8,/,4,=,6,7,7
786,4-71=-67,4,-,7,1,=,-,6,7,6
787,4*68=272,4,*,6,8,=,2,7,2,7
788,272/4=68,2,7,2,/,4,=,6,8,7
789,4-72=-68,4,-,7,2,=,-,6,8,7
790,4*69=276,4,*,6,9,=,2,7,6,7
791,276/4=69,2,7,6,/,4,=,6,9,7
792,4-73=-69,4,-,7,3,=,-,6,9,7
793,4*70=280,4,*,7,0,=,2,8,0,7
794,280/4=70,2,8,0,/,4,=,7,0,7
795,4-74=-70,4,-,7,4,=,-,7,0,5
796,4*71=284,4,*,7,1,=,2,8,4,7
797,284/4=71,2,8,4,/,4,=,7,1,7
798,4-75=-71,4,-,7,5,=,-,7,1,6
799,4*72=288,4,*,7,2,=,2,8,8,6
800,288/4=72,2,8,8,/,4,=,7,2,6
801,4-76=-72,4,-,7,6,=,-,7,2,6
802,4*73=292,4,*,7,3,=,2,9,2,7
803,292/4=73,2,9,2,/,4,=,7,3,7
804,4-77=-73,4,-,7,7,=,-,7,3,5
805,4*74=296,4,*,7,4,=,2,9,6,7
806,296/4=74,2,9,6,/,4,=,7,4,7
807,4-78=-74,4,-,7,8,=,-,7,4,5
808,4*75=300,4,*,7,5,=,3,0,0,7
809,300/4=75,3,0,0,/,4,=,7,5,7
810,4-79=-75,4,-,7,9,=,-,7,5,6
811,4*76=304,4,*,7,6,=,3,0,4,7
812,304/4=76,3,0,4,/,4,=,7,6,7
813,4-80=-76,4,-,8,0,=,-,7,6,7
814,4*77=308,4,*,7,7,=,3,0,8,7
815,308/4=77,3,0,8,/,4,=,7,7,7
816,4-81=-77,4,-,8,1,=,-,7,7,6
817,4*78=312,4,*,7,8,=,3,1,2,8
818,312/4=78,3,1,2,/,4,=,7,8,8
819,4-82=-78,4,-,8,2,=,-,7,8,6
820,4*79=316,4,*,7,9,=,3,1,6,8
821,316/4=79,3,1,6,/,4,=,7,9,8
822,4-83=-79,4,-,8,3,=,-,7,9,7
823,4*80=320,4,*,8,0,=,3,2,0,7
824,320/4=80,3,2,0,/,4,=,8,0,7
825,4-84=-80,4,-,8,4,=,-,8,0,5
826,4*81=324,4,*,8,1,=,3,2,4,7
827,324/4=81,3,2,4,/,4,=,8,1,7
828,4-85=-81,4,-,8,5,=,-,8,1,6
829,4*82=328,4,*,8,2,=,3,2,8,6
830,328/4=82,3,2,8,/,4,=,8,2,6
831,4-86=-82,4,-,8,6,=,-,8,2,6
832,4*83=332,4,*,8,3,=,3,3,2,6
833,332/4=83,3,3,2,/,4,=,8,3,6
834,4-87=-83,4,-,8,7,=,-,8,3,6
835,4*84=336,4,*,8,4,=,3,3,6,6
836,336/4=84,3,3,6,/,4,=,8,4,6
837,4-88=-84,4,-,8,8,=,-,8,4,4
838,4*85=340,4,*,8,5,=,3,4,0,7
839,340/4=85,3,4,0,/,4,=,8,5,7
840,4-89=-85,4,-,8,9,=,-,8,5,6
841,4*86=344,4,*,8,6,=,3,4,4,6
842,344/4=86,3,4,4,/,4,=,8,6,6
843,4-90=-86,4,-,9,0,=,-,8,6,7
844,4*87=348,4,*,8,7,=,3,4,8,6
845,348/4=87,3,4,8,/,4,=,8,7,6
846,4-91=-87,4,-,9,1,=,-,8,7,7
847,4*88=352,4,*,8,8,=,3,5,2,7
848,352/4=88,3,5,2,/,4,=,8,8,7
849,4-92=-88,4,-,9,2,=,-,8,8,6
850,4*89=356,4,*,8,9,=,3,5,6,8
851,356/4=89,3,5,6,/,4,=,8,9,8
852,4-93=-89,4,-,9,3,=,-,8,9,6
853,4*90=360,4,*,9,0,=,3,6,0,7
854,360/4=90,3,6,0,/,4,=,9,0,7
855,4-94=-90,4,-,9,4,=,-,9,0,5
856,4*91=364,4,*,9,1,=,3,6,4,7
857,364/4=91,3,6,4,/,4,=,9,1,7
858,4-95=-91,4,-,9,5,=,-,9,1,6
859,4*92=368,4,*,9,2,=,3,6,8,8
860,368/4=92,3,6,8,/,4,=,9,2,8
861,4-96=-92,4,-,9,6,=,-,9,2,6
862,4*93=372,4,*,9,3,=,3,7,2,7
863,372/4=93,3,7,2,/,4,=,9,3,7
864,4-97=-93,4,-,9,7,=,-,9,3,6
865,4*94=376,4,*,9,4,=,3,7,6,7
866,376/4=94,3,7,6,/,4,=,9,4,7
867,4-98=-94,4,-,9,8,=,-,9,4,5
868,4*95=380,4,*,9,5,=,3,8,0,8
869,380/4=95,3,8,0,/,4,=,9,5,8
870,4-99=-95,4,-,9,9,=,-,9,5,5
871,4*96=384,4,*,9,6,=,3,8,4,7
872,384/4=96,3,8,4,/,4,=,9,6,7
873,4+96=100,4,+,9,6,=,1,0,0,7
874,100-4=96,1,0,0,-,4,=,9,6,7
875,4*97=388,4,*,9,7,=,3,8,8,7
876,388/4=97,3,8,8,/,4,=,9,7,7
877,4+97=101,4,+,9,7,=,1,0,1,7
878,101-4=97,1,0,1,-,4,=,9,7,7
879,4*98=392,4,*,9,8,=,3,9,2,7
880,392/4=98,3,9,2,/,4,=,9,8,7
881,4+98=102,4,+,9,8,=,1,0,2,8
882,102-4=98,1,0,2,-,4,=,9,8,8
883,4*99=396,4,*,9,9,=,3,9,6,6
884,396/4=99,3,9,6,/,4,=,9,9,6
885,4+99=103,4,+,9,9,=,1,0,3,7
886,103-4=99,1,0,3,-,4,=,9,9,7
887,-10+5=-5,-,1,0,+,5,=,-,5,6
888,--1-6=-5,-,-,1,-,6,=,-,5,5
889,-11+6=-5,-,1,1,+,6,=,-,5,6
890,--2-7=-5,-,-,2,-,7,=,-,5,5
891,-12+7=-5,-,1,2,+,7,=,-,5,7
892,--3-8=-5,-,-,3,-,8,=,-,5,5
893,-13+8=-5,-,1,3,+,8,=,-,5,7
894,--4-9=-5,-,-,4,-,9,=,-,5,5
895,-14+9=-5,-,1,4,+,9,=,-,5,7
896,5-15=-10,5,-,1,5,=,-,1,0,5
897,5-16=-11,5,-,1,6,=,-,1,1,5
898,5-17=-12,5,-,1,7,=,-,1,2,6
899,5-18=-13,5,-,1,8,=,-,1,3,6
900,5-19=-14,5,-,1,9,=,-,1,4,6
901,5-20=-15,5,-,2,0,=,-,1,5,6
902,5-21=-16,5,-,2,1,=,-,1,6,6
903,5-22=-17,5,-,2,2,=,-,1,7,6
904,5-23=-18,5,-,2,3,=,-,1,8,7
905,5-24=-19,5,-,2,4,=,-,1,9,7
906,5*20=100,5,*,2,0,=,1,0,0,6
907,100/5=20,1,0,0,/,5,=,2,0,6
908,5-25=-20,5,-,2,5,=,-,2,0,5
909,5*21=105,5,*,2,1,=,1,0,5,6
910,105/5=21,1,0,5,/,5,=,2,1,6
911,5-26=-21,5,-,2,6,=,-,2,1,6
912,5*22=110,5,*,2,2,=,1,1,0,6
913,110/5=22,1,1,0,/,5,=,2,2,6
914,5-27=-22,5,-,2,7,=,-,2,2,5
915,5*23=115,5,*,2,3,=,1,1,5,6
916,115/5=23,1,1,5,/,5,=,2,3,6
917,5-28=-23,5,-,2,8,=,-,2,3,6
918,5*24=120,5,*,2,4,=,1,2,0,7
919,120/5=24,1,2,0,/,5,=,2,4,7
920,5-29=-24,5,-,2,9,=,-,2,4,6
921,5*25=125,5,*,2,5,=,1,2,5,5
922,125/5=25,1,2,5,/,5,=,2,5,5
923,5-30=-25,5,-,3,0,=,-,2,5,6
924,5*26=130,5,*,2,6,=,1,3,0,8
925,130/5=26,1,3,0,/,5,=,2,6,8
926,5-31=-26,5,-,3,1,=,-,2,6,7
927,5*27=135,5,*,2,7,=,1,3,5,7
928,135/5=27,1,3,5,/,5,=,2,7,7
929,5-32=-27,5,-,3,2,=,-,2,7,6
930,5*28=140,5,*,2,8,=,1,4,0,8
931,140/5=28,1,4,0,/,5,=,2,8,8
932,5-33=-28,5,-,3,3,=,-,2,8,6
933,5*29=145,5,*,2,9,=,1,4,5,7
934,145/5=29,1,4,5,/,5,=,2,9,7
935,5-34=-29,5,-,3,4,=,-,2,9,7
936,5*30=150,5,*,3,0,=,1,5,0,6
937,150/5=30,1,5,0,/,5,=,3,0,6
938,5-35=-30,5,-,3,5,=,-,3,0,5
939,5*31=155,5,*,3,1,=,1,5,5,5
940,155/5=31,1,5,5,/,5,=,3,1,5
941,5-36=-31,5,-,3,6,=,-,3,1,6
942,5*32=160,5,*,3,2,=,1,6,0,8
943,160/5=32,1,6,0,/,5,=,3,2,8
944,5-37=-32,5,-,3,7,=,-,3,2,6
945,5*33=165,5,*,3,3,=,1,6,5,6
946,165/5=33,1,6,5,/,5,=,3,3,6
947,5-38=-33,5,-,3,8,=,-,3,3,5
948,5*34=170,5,*,3,4,=,1,7,0,8
949,170/5=34,1,7,0,/,5,=,3,4,8
950,5-39=-34,5,-,3,9,=,-,3,4,6
951,5*35=175,5,*,3,5,=,1,7,5,6
952,175/5=35,1,7,5,/,5,=,3,5,6
953,5-40=-35,5,-,4,0,=,-,3,5,6
954,5*36=180,5,*,3,6,=,1,8,0,8
955,180/5=36,1,8,0,/,5,=,3,6,8
956,5-41=-36,5,-,4,1,=,-,3,6,7
957,5*37=185,5,*,3,7,=,1,8,5,7
958,185/5=37,1,8,5,/,5,=,3,7,7
959,5-42=-37,5,-,4,2,=,-,3,7,7
960,5*38=190,5,*,3,8,=,1,9,0,8
961,190/5=38,1,9,0,/,5,=,3,8,8
962,5-43=-38,5,-,4,3,=,-,3,8,6
963,5*39=195,5,*,3,9,=,1,9,5,6
964,195/5=39,1,9,5,/,5,=,3,9,6
965,5-44=-39,5,-,4,4,=,-,3,9,6
966,5*40=200,5,*,4,0,=,2,0,0,6
967,200/5=40,2,0,0,/,5,=,4,0,6
968,5-45=-40,5,-,4,5,=,-,4,0,5
969,5*41=205,5,*,4,1,=,2,0,5,7
970,205/5=41,2,0,5,/,5,=,4,1,7
971,5-46=-41,5,-,4,6,=,-,4,1,6
972,5*42=210,5,*,4,2,=,2,1,0,7
973,210/5=42,2,1,0,/,5,=,4,2,7
974,5-47=-42,5,-,4,7,=,-,4,2,6
975,5*43=215,5,*,4,3,=,2,1,5,7
976,215/5=43,2,1,5,/,5,=,4,3,7
977,5-48=-43,5,-,4,8,=,-,4,3,6
978,5*44=220,5,*,4,4,=,2,2,0,6
979,220/5=44,2,2,0,/,5,=,4,4,6
980,5-49=-44,5,-,4,9,=,-,4,4,5
981,5*45=225,5,*,4,5,=,2,2,5,5
982,225/5=45,2,2,5,/,5,=,4,5,5
983,5-50=-45,5,-,5,0,=,-,4,5,5
984,5*46=230,5,*,4,6,=,2,3,0,8
985,230/5=46,2,3,0,/,5,=,4,6,8
986,5-51=-46,5,-,5,1,=,-,4,6,6
987,5*47=235,5,*,4,7,=,2,3,5,7
988,235/5=47,2,3,5,/,5,=,4,7,7
989,5-52=-47,5,-,5,2,=,-,4,7,6
990,5*48=240,5,*,4,8,=,2,4,0,7
991,240/5=48,2,4,0,/,5,=,4,8,7
992,5-53=-48,5,-,5,3,=,-,4,8,6
993,5*49=245,5,*,4,9,=,2,4,5,6
994,245/5=49,2,4,5,/,5,=,4,9,6
995,5-54=-49,5,-,5,4,=,-,4,9,5
996,5*50=250,5,*,5,0,=,2,5,0,5
997,250/5=50,2,5,0,/,5,=,5,0,5
998,5-55=-50,5,-,5,5,=,-,5,0,4
999,5*51=255,5,*,5,1,=,2,5,5,5
1000,255/5=51,2,5,5,/,5,=,5,1,5
1001,5-56=-51,5,-,5,6,=,-,5,1,5
1002,5*52=260,5,*,5,2,=,2,6,0,6
1003,260/5=52,2,6,0,/,5,=,5,2,6
1004,5-57=-52,5,-,5,7,=,-,5,2,5
1005,5*53=265,5,*,5,3,=,2,6,5,6
1006,265/5=53,2,6,5,/,5,=,5,3,6
1007,5-58=-53,5,-,5,8,=,-,5,3,5
1008,5*54=270,5,*,5,4,=,2,7,0,7
1009,270/5=54,2,7,0,/,5,=,5,4,7
1010,5-59=-54,5,-,5,9,=,-,5,4,5
1011,5*55=275,5,*,5,5,=,2,7,5,5
1012,275/5=55,2,7,5,/,5,=,5,5,5
1013,5-60=-55,5,-,6,0,=,-,5,5,5
1014,5*56=280,5,*,5,6,=,2,8,0,7
1015,280/5=56,2,8,0,/,5,=,5,6,7
1016,5-61=-56,5,-,6,1,=,-,5,6,5
1017,5*57=285,5,*,5,7,=,2,8,5,6
1018,285/5=57,2,8,5,/,5,=,5,7,6
1019,5-62=-57,5,-,6,2,=,-,5,7,6
1020,5*58=290,5,*,5,8,=,2,9,0,7
1021,290/5=58,2,9,0,/,5,=,5,8,7
1022,5-63=-58,5,-,6,3,=,-,5,8,6
1023,5*59=295,5,*,5,9,=,2,9,5,5
1024,295/5=59,2,9,5,/,5,=,5,9,5
1025,5-64=-59,5,-,6,4,=,-,5,9,6
1026,5*60=300,5,*,6,0,=,3,0,0,6
1027,300/5=60,3,0,0,/,5,=,6,0,6
1028,5-65=-60,5,-,6,5,=,-,6,0,5
1029,5*61=305,5,*,6,1,=,3,0,5,7
1030,305/5=61,3,0,5,/,5,=,6,1,7
1031,5-66=-61,5,-,6,6,=,-,6,1,5
1032,5*62=310,5,*,6,2,=,3,1,0,8
1033,310/5=62,3,1,0,/,5,=,6,2,8
1034,5-67=-62,5,-,6,7,=,-,6,2,6
1035,5*63=315,5,*,6,3,=,3,1,5,6
1036,315/5=63,3,1,5,/,5,=,6,3,6
1037,5-68=-63,5,-,6,8,=,-,6,3,6
1038,5*64=320,5,*,6,4,=,3,2,0,8
1039,320/5=64,3,2,0,/,5,=,6,4,8
1040,5-69=-64,5,-,6,9,=,-,6,4,6
1041,5*65=325,5,*,6,5,=,3,2,5,6
1042,325/5=65,3,2,5,/,5,=,6,5,6
1043,5-70=-65,5,-,7,0,=,-,6,5,6
1044,5*66=330,5,*,6,6,=,3,3,0,6
